symbol,unique_domain_count,domain_list,total_raw_traits
RARB,8,"Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",235
ZMIZ1,8,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Hepatic_and_Renal, Cardiovascular",234
CDK6,8,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Cardiovascular, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm, Neurological_and_Psychiatric",233
MECOM,8,"Immune_and_Autoimmune, Cardiovascular, Hepatic_and_Renal, Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Metabolic_and_Lipid",233
SLC22A4,8,"Hepatic_and_Renal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",232
MACF1,8,"Hematological, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cardiovascular, Hepatic_and_Renal, Immune_and_Autoimmune",231
USP3,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric",231
KANSL1,8,"Neurological_and_Psychiatric, Hematological, Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hepatic_and_Renal",230
IRF1,8,"Hematological, Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hepatic_and_Renal, Cancer_and_Neoplasm, Neurological_and_Psychiatric",229
TEX41,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Cardiovascular, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm",227
BDNF,8,"Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Hematological, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm",226
RNU4-17P,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Immune_and_Autoimmune, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hepatic_and_Renal, Hematological",225
BPTF,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Immune_and_Autoimmune, Hepatic_and_Renal, Neurological_and_Psychiatric, Cardiovascular, Hematological",223
SOX6,8,"Anthropometric_and_Skeletal, Cardiovascular, Hematological, Neurological_and_Psychiatric, Immune_and_Autoimmune, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm",222
BNC2,8,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Cardiovascular, Hepatic_and_Renal",220
MIR588,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hematological, Cardiovascular, Cancer_and_Neoplasm",220
PINX1,8,"Cardiovascular, Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hepatic_and_Renal, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hematological",220
REEP3,8,"Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm, Hepatic_and_Renal, Immune_and_Autoimmune, Anthropometric_and_Skeletal",220
ZFHX3,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hematological",220
SMG6,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hematological, Cancer_and_Neoplasm",219
CCDC162P,8,"Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm, Hepatic_and_Renal",217
TRIB1,8,"Metabolic_and_Lipid, Hepatic_and_Renal, Cardiovascular, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hematological",216
HDAC9,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hepatic_and_Renal",215
THRB,8,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hematological, Cardiovascular, Neurological_and_Psychiatric, Immune_and_Autoimmune, Hepatic_and_Renal",215
SOX5,8,"Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm",214
TSBP1,8,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Cardiovascular, Hematological, Hepatic_and_Renal, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm",213
RAD51B,8,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological, Cancer_and_Neoplasm, Hepatic_and_Renal, Cardiovascular, Neurological_and_Psychiatric",210
CARMIL1,8,"Anthropometric_and_Skeletal, Hematological, Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular, Immune_and_Autoimmune",209
PRKAG2,8,"Hepatic_and_Renal, Metabolic_and_Lipid, Hematological, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Immune_and_Autoimmune",208
EXOC6,8,"Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hepatic_and_Renal, Hematological, Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",205
HMGA2,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm",205
MAU2,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Neurological_and_Psychiatric, Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological, Cancer_and_Neoplasm, Cardiovascular",205
SMAD3,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hematological, Cancer_and_Neoplasm, Cardiovascular",205
MIR4432HG,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hepatic_and_Renal, Hematological, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm",202
PTPRD,8,"Neurological_and_Psychiatric, Cardiovascular, Immune_and_Autoimmune, Hepatic_and_Renal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Hematological, Anthropometric_and_Skeletal",202
TNXB,8,"Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal",202
CD36,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Cardiovascular, Hepatic_and_Renal, Immune_and_Autoimmune, Cancer_and_Neoplasm",201
CNTN5,8,"Neurological_and_Psychiatric, Cardiovascular, Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal",201
LINC02198,8,"Hematological, Cardiovascular, Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm",201
IGF1R,8,"Metabolic_and_Lipid, Hepatic_and_Renal, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",199
FAF1,8,"Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Hematological, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hepatic_and_Renal, Cancer_and_Neoplasm",197
LPP,8,"Cancer_and_Neoplasm, Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Hepatic_and_Renal, Anthropometric_and_Skeletal, Cardiovascular",195
NFIA,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Cardiovascular, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm",194
PLEC,8,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Cardiovascular, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm",191
ARID5B,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm, Hematological, Neurological_and_Psychiatric",190
GRK6,8,"Cardiovascular, Hepatic_and_Renal, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hematological",189
ALDH2,8,"Cardiovascular, Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Hematological, Cancer_and_Neoplasm, Metabolic_and_Lipid, Neurological_and_Psychiatric",187
MAD1L1,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hematological, Immune_and_Autoimmune, Hepatic_and_Renal",187
PMFBP1,8,"Metabolic_and_Lipid, Hematological, Cancer_and_Neoplasm, Hepatic_and_Renal, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Cardiovascular",187
CCDC91,8,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Cardiovascular, Hepatic_and_Renal",186
DNM3,8,"Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Cardiovascular, Immune_and_Autoimmune, Cancer_and_Neoplasm",186
MEF2C-AS1,8,"Hematological, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cardiovascular, Hepatic_and_Renal, Cancer_and_Neoplasm",186
PLCL1,8,"Hepatic_and_Renal, Metabolic_and_Lipid, Hematological, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",186
BCAS3,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Hematological, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune",179
CENPW,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hematological, Cardiovascular, Hepatic_and_Renal, Cancer_and_Neoplasm, Immune_and_Autoimmune",179
LINC02210-CRHR1,8,"Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Immune_and_Autoimmune, Hepatic_and_Renal, Cancer_and_Neoplasm, Cardiovascular, Metabolic_and_Lipid",179
BRD3,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular",178
BCL11A,8,"Metabolic_and_Lipid, Hepatic_and_Renal, Neurological_and_Psychiatric, Hematological, Cardiovascular, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Immune_and_Autoimmune",177
ADCY5,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Hepatic_and_Renal, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm",176
FOXO3,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Hematological, Cardiovascular, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm",176
IGF2BP2,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hematological, Immune_and_Autoimmune, Cardiovascular, Hepatic_and_Renal, Cancer_and_Neoplasm, Neurological_and_Psychiatric",176
UMOD,8,"Hepatic_and_Renal, Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hematological, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",176
MACROD2,8,"Hepatic_and_Renal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Immune_and_Autoimmune, Cancer_and_Neoplasm, Hematological",175
PTCH1,8,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Immune_and_Autoimmune, Metabolic_and_Lipid, Hepatic_and_Renal, Cardiovascular, Cancer_and_Neoplasm, Hematological",175
NRXN3,8,"Hepatic_and_Renal, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Immune_and_Autoimmune, Hematological",174
WWOX,8,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal",172
CASC20,8,"Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Hematological, Neurological_and_Psychiatric, Hepatic_and_Renal, Immune_and_Autoimmune",171
MAMSTR,8,"Metabolic_and_Lipid, Hepatic_and_Renal, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hematological, Cardiovascular",170
ARHGAP15,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Cardiovascular, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm",169
HHIP,8,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Hematological, Hepatic_and_Renal, Cardiovascular, Immune_and_Autoimmune, Cancer_and_Neoplasm",168
STAG1,8,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hematological, Cardiovascular, Hepatic_and_Renal, Immune_and_Autoimmune, Cancer_and_Neoplasm",168
ACOXL,8,"Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological, Hepatic_and_Renal, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Cardiovascular, Neurological_and_Psychiatric",167
BET1L,8,"Hematological, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cardiovascular, Hepatic_and_Renal, Cancer_and_Neoplasm, Metabolic_and_Lipid, Immune_and_Autoimmune",167
PVT1,8,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Cardiovascular",167
LINC02438,8,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cardiovascular, Cancer_and_Neoplasm, Immune_and_Autoimmune, Hepatic_and_Renal, Hematological",166
RNU6-50P,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hepatic_and_Renal",165
AUTS2,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Hematological, Cardiovascular, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm",162
GIPR,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Cancer_and_Neoplasm, Hematological, Hepatic_and_Renal, Immune_and_Autoimmune, Neurological_and_Psychiatric",162
ZBTB16,8,"Hematological, Immune_and_Autoimmune, Hepatic_and_Renal, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular",162
GATA4,8,"Cardiovascular, Metabolic_and_Lipid, Hematological, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Hepatic_and_Renal, Immune_and_Autoimmune, Anthropometric_and_Skeletal",161
ILRUN,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Immune_and_Autoimmune, Cardiovascular, Hepatic_and_Renal",161
AFF3,8,"Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm, Cardiovascular",159
CAST,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Hepatic_and_Renal, Cardiovascular, Immune_and_Autoimmune, Hematological",159
GUSBP5,8,"Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm, Hepatic_and_Renal, Neurological_and_Psychiatric",159
ITGA1,8,"Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Immune_and_Autoimmune",159
ABCC1,8,"Hepatic_and_Renal, Anthropometric_and_Skeletal, Cardiovascular, Hematological, Immune_and_Autoimmune, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm",158
SEMA6D,8,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Hepatic_and_Renal, Hematological",158
EBF2,8,"Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Hepatic_and_Renal, Immune_and_Autoimmune, Hematological",157
TP53,8,"Hematological, Immune_and_Autoimmune, Cancer_and_Neoplasm, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal",157
PRDM16,8,"Anthropometric_and_Skeletal, Hematological, Cardiovascular, Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm",155
PTPRJ,8,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Cancer_and_Neoplasm, Hematological, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal",155
HK1,8,"Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Hepatic_and_Renal, Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Immune_and_Autoimmune",154
EYA1,8,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Immune_and_Autoimmune, Hepatic_and_Renal, Cancer_and_Neoplasm, Hematological",153
FAM53B,8,"Hepatic_and_Renal, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm",153
PSORS1C1,8,"Immune_and_Autoimmune, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal, Cardiovascular, Hematological",153
VMP1,8,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Metabolic_and_Lipid, Cardiovascular, Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal",152
KIRREL3,8,"Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cardiovascular, Immune_and_Autoimmune, Hepatic_and_Renal, Cancer_and_Neoplasm",151
GNA12,8,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm, Hepatic_and_Renal",150
SBF2,8,"Hepatic_and_Renal, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Hematological, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Metabolic_and_Lipid",150
SSBP3,8,"Metabolic_and_Lipid, Hematological, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hepatic_and_Renal, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm",149
TNKS,8,"Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal, Hematological",149
SPATA31H1,8,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hematological, Cardiovascular",148
COL4A2,8,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cardiovascular, Hematological, Hepatic_and_Renal, Cancer_and_Neoplasm",147
NFATC1,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric",146
SUPT3H,8,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Hematological, Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm",146
HECTD4,8,"Cardiovascular, Hematological, Metabolic_and_Lipid, Immune_and_Autoimmune, Hepatic_and_Renal, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Neurological_and_Psychiatric",145
KCNK3,8,"Cardiovascular, Metabolic_and_Lipid, Hematological, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Immune_and_Autoimmune, Hepatic_and_Renal",145
SEMA4D,8,"Metabolic_and_Lipid, Hepatic_and_Renal, Hematological, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm, Cardiovascular, Anthropometric_and_Skeletal",145
